Supplementary File 2. Correlaiton and cosine coefficients for item pairs,,,,,
,from,to,spearman,cosine,sample
211,16,30,0.661807693,0.272089928,1
212,16,31,0.602301486,0.393081248,1
213,16,32,0.785353339,0.792719007,2
214,16,33,0.631321126,0.394622982,1
215,16,34,0.517784072,0.277839839,2
216,16,35,0.525406499,0.329773903,1
217,16,36,0.542106336,0.362228721,1
218,16,37,0.54611641,0.353579253,1
219,16,38,0.538688828,0.386888325,2
220,16,39,0.619407036,0.522862971,1
221,17,18,0.600998114,0.055066731,1
222,17,19,0.599664003,0.195365459,1
223,17,20,0.779098604,0.558041215,1
224,17,21,0.658877403,0.450340569,1
225,17,22,0.614417738,0.220053822,1
226,17,23,0.591025659,0.112103537,2
227,17,24,0.61649014,0.209867269,1
228,17,25,0.498154467,0.254754305,2
229,17,26,0.492553458,0.050881583,1
230,17,27,0.620679187,0.290795267,2
231,17,28,0.605235423,0.312771857,1
232,17,29,0.624687668,0.249635816,1
233,17,30,0.643941187,0.449436367,1
234,17,31,0.563205196,0.517744899,1
235,17,32,0.605965593,0.199338377,1
236,17,33,0.580187921,0.292708635,1
237,17,34,0.507490615,0.468187451,1
238,17,35,0.505388201,0.237136781,1
239,17,36,0.520820923,0.317705721,1
240,17,37,0.506494743,0.243988752,1
241,17,38,0.48459403,0.059455901,1
242,17,39,0.562818468,0.273452222,1
243,18,19,0.799762638,0.317833006,1
244,18,20,0.594170002,0.317742407,1
245,18,21,0.686488122,0.46764642,1
246,18,22,0.656413329,0.323171854,1
247,18,23,0.716858055,0.289273679,1
248,18,24,0.722271176,0.433420241,1
249,18,25,0.616257071,0.368891805,2
250,18,26,0.604384182,0.258977771,1
251,18,27,0.711611084,0.423159122,1
252,18,28,0.693547437,0.368915081,1
253,18,29,0.699800479,0.416673899,2
254,18,30,0.692536611,0.375517696,1
255,18,31,0.639535366,0.356722474,1
256,18,32,0.674179876,0.450016975,2
257,18,33,0.679946786,0.282748699,2
258,18,34,0.541090807,0.149107367,1
259,18,35,0.56592816,0.295731008,2
260,18,36,0.569506332,0.378356189,1
261,18,37,0.566351476,0.385462373,1
262,18,38,0.539648726,0.375516564,2
263,18,39,0.604965279,0.457038462,1
264,19,20,0.624204645,0.515638947,1
265,19,21,0.674622858,0.589395761,2
266,19,22,0.657436753,0.339120328,2
267,19,23,0.7704287,0.768505096,1
268,19,24,0.722819269,0.293705314,1
269,19,25,0.586269713,0.463134348,1
270,19,26,0.600722772,0.480155081,1
271,19,27,0.759588397,0.693644404,1
272,19,28,0.756306014,0.382807404,1
273,19,29,0.74068297,0.388242722,1
274,19,30,0.713021833,0.445817828,2
275,19,31,0.634569723,0.464001656,2
276,19,32,0.702804302,0.468838066,1
277,19,33,0.710500203,0.513331413,1
278,19,34,0.528782709,0.250918329,1
279,19,35,0.551435169,0.329280376,1
280,19,36,0.564009447,0.330078244,1
281,19,37,0.562177904,0.186626315,1
282,19,38,0.539491681,0.317497075,2
283,19,39,0.605788435,0.50861907,2
284,2,10,0.692378829,0.372109592,2
285,2,11,0.713513755,0.418921351,1
286,2,12,0.72268682,0.385871053,1
287,2,13,0.667517105,0.340862751,1
288,2,14,0.704718543,0.349644631,1
289,2,15,0.742258801,0.34923315,1
290,2,16,0.697129991,0.480230331,1
291,2,17,0.6357854,0.23008132,1
292,2,18,0.786088399,0.827680349,2
293,2,19,0.755533727,0.346843719,1
294,2,20,0.599988422,0.399206996,1
295,2,21,0.652783127,0.528530419,1
296,2,22,0.651145654,0.408402175,1
297,2,23,0.70477442,0.313828528,1
298,2,24,0.708355552,0.460526198,2
299,2,25,0.62370086,0.465945601,1
300,2,26,0.606249699,0.284050822,1
301,2,27,0.691004881,0.431700677,1
302,2,28,0.695976862,0.383518994,2
303,2,29,0.707556965,0.42482698,1
304,2,3,0.78788931,0.402122885,2
305,2,30,0.700221247,0.370953351,1
306,2,31,0.653728453,0.402648181,1
307,2,32,0.673681901,0.448267847,1
308,2,33,0.662338297,0.255705923,1
309,2,34,0.578209409,0.262329727,1
310,2,35,0.593609768,0.408250779,1
311,2,36,0.610354007,0.494890809,1
312,2,37,0.612812468,0.507770002,1
313,2,38,0.583587356,0.399429202,1
314,2,39,0.663437317,0.459458888,1
315,2,4,0.765936747,0.384850681,1
316,2,5,0.78104792,0.192290604,2
317,2,6,0.649303996,0.270767361,1
318,2,7,0.70591608,0.377755761,1
319,2,8,0.731074611,0.46748957,1
320,2,9,0.744083586,0.484724104,1
321,20,21,0.704627051,0.65810734,1
322,20,22,0.622259041,0.486077875,1
323,20,23,0.583663501,0.414383352,1
324,20,24,0.617718323,0.360258281,1
325,20,25,0.480675965,0.417306125,1
326,20,26,0.469207744,0.437519252,2
327,20,27,0.603888124,0.436315656,1
328,20,28,0.589443863,0.389785409,1
329,20,29,0.613042776,0.427117348,1
330,20,30,0.637586464,0.612067938,1
331,20,31,0.541770676,0.615323722,1
332,20,32,0.583625146,0.465367645,1
333,20,33,0.551794187,0.321260929,1
334,20,34,0.451609271,0.29943949,1
335,20,35,0.457217719,0.226816341,1
336,20,36,0.460943472,0.262449354,2
337,20,37,0.460321211,0.215139449,1
338,20,38,0.444259277,0.38178584,1
339,20,39,0.511780898,0.423741609,1
340,21,22,0.649716355,0.514559269,1
341,21,23,0.638258454,0.423540264,1
342,21,24,0.665889112,0.34150207,1
343,21,25,0.500737565,0.373570114,1
344,21,26,0.488008629,0.292724013,2
345,21,27,0.658662403,0.580763698,1
346,21,28,0.641540946,0.335078955,1
347,21,29,0.653351682,0.340474844,1
348,21,30,0.681820672,0.575175405,2
349,21,31,0.557871412,0.645024419,1
350,21,32,0.650956592,0.442249745,1
351,21,33,0.598023282,0.368060976,1
352,21,34,0.446690344,0.238397494,1
353,21,35,0.460802914,0.234311312,1
354,21,36,0.475506962,0.316959739,1
355,21,37,0.468192923,0.180437401,1
356,21,38,0.460698365,0.335027903,2
357,21,39,0.533795461,0.511304319,2
358,22,23,0.652927314,0.329630196,1
359,22,24,0.663285573,0.279912531,1
360,22,25,0.595950699,0.274036169,1
361,22,26,0.580962662,0.279951781,1
362,22,27,0.612166478,0.332906902,1
363,22,28,0.624126916,0.225631416,2
364,22,29,0.610988526,0.315331221,1
365,22,30,0.625504318,0.28867802,2
366,22,31,0.617172723,0.316935629,1
367,22,32,0.615642371,0.298783064,1
368,22,33,0.613297318,0.155579001,1
369,22,34,0.500256203,0.081448942,2
370,22,35,0.520868457,0.09317717,1
371,22,36,0.539343749,0.170901895,2
372,22,37,0.532825799,0.107910544,2
373,22,38,0.502592273,0.261375189,2
374,22,39,0.557998554,0.315982729,1
375,23,24,0.718755859,0.265826494,1
376,23,25,0.63787767,0.448179543,1
377,23,26,0.682101424,0.580918431,1
378,23,27,0.7129904,0.509948671,1
379,23,28,0.724796847,0.320069283,1
380,23,29,0.716626864,0.36869061,1
381,23,30,0.684347455,0.269738853,1
382,23,31,0.665335979,0.31348747,2
383,23,32,0.680205251,0.440843761,1
384,23,33,0.730848428,0.457504421,1
385,23,34,0.571587603,0.267279416,1
386,23,35,0.580472664,0.405819714,1
387,23,36,0.592707097,0.384752721,1
388,23,37,0.600585204,0.282632023,1
389,23,38,0.582416043,0.343918383,2
390,23,39,0.613873778,0.373220652,1
391,24,25,0.661901611,0.358627558,1
392,24,26,0.629425368,0.251555592,1
393,24,27,0.709842683,0.364495337,1
394,24,28,0.717764378,0.484001279,1
395,24,29,0.706099351,0.495729536,1
396,24,30,0.731755031,0.432377756,1
397,24,31,0.703809225,0.358462334,1
398,24,32,0.689802065,0.309782892,1
399,24,33,0.685155748,0.230012536,1
400,24,34,0.541771435,0.195970461,2
401,24,35,0.566095424,0.229862601,1
402,24,36,0.564861126,0.263457537,1
403,24,37,0.569828805,0.335010827,2
404,24,38,0.540595422,0.291857004,1
405,24,39,0.619791725,0.298738658,1
406,25,26,0.705147313,0.391633391,1
407,25,27,0.582906629,0.483205348,1
408,25,28,0.605505298,0.340039849,2
409,25,29,0.57639619,0.366075873,1
410,25,30,0.590020266,0.252734333,1
411,25,31,0.721497424,0.49533695,1
412,25,32,0.594201583,0.526376307,1
413,25,33,0.639509274,0.3358109,1
414,25,34,0.603528001,0.35704124,2
415,25,35,0.612751427,0.482553482,1
416,25,36,0.601942813,0.45173192,2
417,25,37,0.604370456,0.459124625,1
418,25,38,0.567558698,0.436239153,1
419,25,39,0.614801814,0.588835359,1
420,26,27,0.572172147,0.357284069,1
421,26,28,0.602509203,0.285264105,1
422,26,29,0.588176259,0.365294397,1
423,26,30,0.578748279,0.230829179,2
424,26,31,0.669021659,0.255421847,1
425,26,32,0.586596504,0.220884651,2
426,26,33,0.644707633,0.429243982,1
427,26,34,0.575274427,0.293802917,1
428,26,35,0.586491753,0.432587534,1
429,26,36,0.592754726,0.406475782,1
430,26,37,0.581105181,0.31741339,2
431,26,38,0.531710748,0.399981976,1
432,26,39,0.57997785,0.294803917,1
433,27,28,0.804425331,0.605234265,1
434,27,29,0.803223302,0.617733121,1
435,27,30,0.766197716,0.450758666,1
436,27,31,0.659842593,0.459562898,1
437,27,32,0.718932312,0.547839701,1
438,27,33,0.760266346,0.656273246,1
439,27,34,0.54988859,0.312370241,2
440,27,35,0.552707274,0.359905303,1
441,27,36,0.557216968,0.447648466,1
442,27,37,0.558236005,0.301238865,1
443,27,38,0.556029263,0.378056467,1
444,27,39,0.64365786,0.747960567,1
445,28,29,0.842237422,0.76453495,1
446,28,30,0.754969194,0.441861629,1
447,28,31,0.680770681,0.441822886,2
448,28,32,0.717064559,0.468454689,1
449,28,33,0.782827593,0.528238177,1
450,28,34,0.555971154,0.29646641,1
451,28,35,0.562393593,0.315150797,2
452,28,36,0.575742442,0.384883761,2
453,28,37,0.5775367,0.368408918,1
454,28,38,0.560162541,0.419482082,1
455,28,39,0.630389558,0.431790054,2
456,29,30,0.775418341,0.418949395,1
457,29,31,0.658116626,0.362896353,1
458,29,32,0.706642551,0.432328612,1
459,29,33,0.771356807,0.580398142,1
460,29,34,0.542864677,0.300333828,2
461,29,35,0.551834314,0.32824403,2
462,29,36,0.569394608,0.349360913,1
463,29,37,0.566049508,0.36537689,1
464,29,38,0.562982907,0.332029998,1
465,29,39,0.629161101,0.396379769,1
466,3,10,0.689960525,0.503612399,1
467,3,11,0.700593118,0.412897468,1
468,3,12,0.734099744,0.541594028,1
469,3,13,0.675156396,0.33233127,1
470,3,14,0.709789413,0.372892916,1
471,3,15,0.853926792,0.939231575,1
472,3,16,0.707189131,0.379176795,1
473,3,17,0.645830351,0.416744322,2
474,3,18,0.707297511,0.347289503,1
475,3,19,0.699633437,0.337426245,1
476,3,20,0.587278048,0.357413858,1
477,3,21,0.651327477,0.40591678,1
478,3,22,0.629628649,0.249278352,1
479,3,23,0.684289309,0.283377022,2
480,3,24,0.78368436,0.642765403,1
481,3,25,0.623111588,0.398466378,1
482,3,26,0.584938607,0.14178291,1
483,3,27,0.69770089,0.473505557,2
484,3,28,0.686157723,0.524098396,1
485,3,29,0.688169467,0.393912733,1
486,3,30,0.716993867,0.564680219,1
487,3,31,0.665515706,0.418878555,1
488,3,32,0.671739083,0.328274071,2
489,3,33,0.65300888,0.199597895,2
490,3,34,0.558656341,0.367582798,1
491,3,35,0.574969354,0.339187205,1
492,3,36,0.583241502,0.358301282,1
493,3,37,0.589977498,0.311134875,1
494,3,38,0.558117693,0.198194444,2
495,3,39,0.637536852,0.418958247,1
496,3,4,0.75889531,0.288296163,1
497,3,5,0.745895399,0.35633409,1
498,3,6,0.63474406,0.366059661,1
499,3,7,0.70242625,0.459459335,1
500,3,8,0.740458867,0.4272044,1
501,3,9,0.742805978,0.330095589,2
502,30,31,0.712674102,0.59389782,1
503,30,32,0.710680287,0.34379518,1
504,30,33,0.708952659,0.274924964,1
505,30,34,0.536375784,0.217586547,1
506,30,35,0.544087717,0.140984088,2
507,30,36,0.571473521,0.231354281,1
508,30,37,0.566106552,0.209401086,2
509,30,38,0.565123232,0.219377354,1
510,30,39,0.637152388,0.385006756,2
511,31,32,0.659595975,0.357978493,1
512,31,33,0.697245001,0.379938453,1
513,31,34,0.584659443,0.297881126,1
514,31,35,0.59704526,0.270518541,1
515,31,36,0.61355586,0.291197151,1
516,31,37,0.615640786,0.237005576,2
517,31,38,0.584179701,0.22408691,2
518,31,39,0.64957268,0.43471694,1
519,32,33,0.690167385,0.412667036,1
520,32,34,0.508884503,0.207320645,1
521,32,35,0.529483858,0.226979434,2
522,32,36,0.535407929,0.312301397,1
523,32,37,0.536363569,0.261928976,1
524,32,38,0.526872289,0.42738986,1
525,32,39,0.606688662,0.645057559,1
526,33,34,0.57208871,0.33696568,1
527,33,35,0.610841486,0.354396522,2
528,33,36,0.603234884,0.386224121,2
529,33,37,0.595425884,0.30041647,1
530,33,38,0.602038155,0.342464864,2
531,33,39,0.670452293,0.539418101,1
532,34,35,0.797585905,0.672488451,1
533,34,36,0.777262125,0.643059552,1
534,34,37,0.769413421,0.542729735,1
535,34,38,0.67212202,0.131218642,1
536,34,39,0.692056182,0.321750045,1
537,35,36,0.825651646,0.673753738,1
538,35,37,0.810002927,0.624857724,2
539,35,38,0.696960027,0.272294939,1
540,35,39,0.728783485,0.3325001,1
541,36,37,0.876053097,0.876645863,2
542,36,38,0.712413479,0.273056149,1
543,36,39,0.727502546,0.448512644,1
544,37,38,0.724035635,0.293362319,1
545,37,39,0.73601925,0.290460765,1
546,38,39,0.762135112,0.404563069,1
547,4,10,0.681904797,0.446754903,1
548,4,11,0.704837091,0.261116743,2
549,4,12,0.726244525,0.588208079,1
550,4,13,0.680469684,0.480387598,2
551,4,14,0.725283491,0.548479378,1
552,4,15,0.736087751,0.328515768,1
553,4,16,0.691489538,0.465607166,1
554,4,17,0.612653859,0.147413999,1
555,4,18,0.713952428,0.372939438,2
556,4,19,0.74413828,0.58170104,1
557,4,20,0.542812146,0.340297759,1
558,4,21,0.607344073,0.351164192,1
559,4,22,0.628598925,0.315197885,1
560,4,23,0.809254258,0.636864364,1
561,4,24,0.69604944,0.159927517,1
562,4,25,0.646176253,0.376812458,1
563,4,26,0.660682926,0.49965328,2
564,4,27,0.709367705,0.415890902,2
565,4,28,0.729009088,0.265741765,1
566,4,29,0.702961773,0.247663587,1
567,4,30,0.682403195,0.227195799,1
568,4,31,0.671705196,0.234855995,1
569,4,32,0.668509374,0.368081808,2
570,4,33,0.721012077,0.439970583,1
571,4,34,0.604546554,0.377878666,1
572,4,35,0.629978626,0.404441237,1
573,4,36,0.641075858,0.407781184,1
574,4,37,0.640911828,0.283584952,2
575,4,38,0.608193529,0.285093993,1
576,4,39,0.66408027,0.39905867,2
577,4,5,0.856530733,0.61769259,1
578,4,6,0.715999848,0.592124104,1
579,4,7,0.664749029,0.33072412,1
580,4,8,0.714700521,0.395100296,1
581,4,9,0.691719658,0.315824866,1
582,5,10,0.676419681,0.53576088,1
583,5,11,0.707154093,0.320908993,2
584,5,12,0.739437642,0.594932914,1
585,5,13,0.684497102,0.39002347,2
586,5,14,0.720789929,0.625749111,2
587,5,15,0.725742992,0.394494593,1
588,5,16,0.684023908,0.294576943,1
589,5,17,0.605123426,0.191955417,1
590,5,18,0.714325095,0.258782029,1
591,5,19,0.756563263,0.700285792,1
592,5,20,0.550722093,0.383871317,1
593,5,21,0.595148831,0.403855503,1
594,5,22,0.623836752,0.230399117,1
595,5,23,0.786861721,0.539816976,1
596,5,24,0.700016779,0.220996767,1
597,5,25,0.644784444,0.331061125,1
598,5,26,0.668572493,0.386058658,1
599,5,27,0.708545343,0.502025843,1
600,5,28,0.737390285,0.325528651,1
601,5,29,0.718828761,0.300790608,1
602,5,30,0.692421973,0.484043539,1
603,5,31,0.679781904,0.475305587,2
604,5,32,0.665397114,0.290125489,1
605,5,33,0.720478736,0.561791182,2
606,5,34,0.607416678,0.265669107,1
607,5,35,0.623904588,0.286728382,1
608,5,36,0.651783638,0.275268555,1
609,5,37,0.643309116,0.148058087,1
610,5,38,0.619944096,0.257333964,1
611,5,39,0.671690133,0.427082598,1
612,5,6,0.728029759,0.420036852,1
613,5,7,0.684169104,0.181616351,1
614,5,8,0.717048301,0.50886637,1
615,5,9,0.679820963,0.267412603,2
616,6,10,0.550976062,0.433995992,1
617,6,11,0.561408325,0.319427192,2
618,6,12,0.613968923,0.48343128,1
619,6,13,0.651714864,0.456004024,1
620,6,14,0.626067864,0.34804672,1
621,6,15,0.619810238,0.372177452,2
622,6,16,0.580932206,0.345972776,1
623,6,17,0.51966544,0.349292099,1
624,6,18,0.601206174,0.164343446,1
625,6,19,0.598461066,0.444062173,1
626,6,20,0.462780953,0.3432329,1
627,6,21,0.470388875,0.258117318,1
628,6,22,0.562295336,0.191268981,1
629,6,23,0.647302386,0.471394956,1
630,6,24,0.600127384,0.214070648,1
631,6,25,0.690019313,0.377190381,1
632,6,26,0.809585321,0.599671364,2
633,6,27,0.570943284,0.372838855,1
634,6,28,0.594019582,0.314948022,1
635,6,29,0.575019927,0.313274086,1
636,6,30,0.565533914,0.24152337,1
637,6,31,0.648801984,0.267256379,1
638,6,32,0.563123904,0.243604258,1
639,6,33,0.643318604,0.397214621,1
640,6,34,0.631996486,0.512853622,1
641,6,35,0.626371274,0.451168418,2
642,6,36,0.643475864,0.460428536,1
643,6,37,0.635788232,0.323626637,1
644,6,38,0.58174212,0.155487359,1
645,6,39,0.625320823,0.338040203,1
646,6,7,0.63353097,0.381939292,2
647,6,8,0.690854997,0.359991372,1
648,6,9,0.571416748,0.234140277,1
649,7,10,0.615522505,0.367522299,1
650,7,11,0.631103398,0.285864532,2
651,7,12,0.669034781,0.399108291,2
652,7,13,0.661313007,0.51326561,1
653,7,14,0.658746705,0.222783491,1
654,7,15,0.681251282,0.393637538,1
655,7,16,0.655469404,0.346966386,1
656,7,17,0.710652053,0.562422752,1
657,7,18,0.64776154,0.221347004,1
658,7,19,0.647898817,0.287130952,1
659,7,20,0.665122901,0.429879427,1
660,7,21,0.621847335,0.530286431,1
661,7,22,0.684912878,0.618381143,1
662,7,23,0.618588104,0.317014813,2
663,7,24,0.656250311,0.270567298,1
664,7,25,0.597825524,0.409527421,1
665,7,26,0.572712183,0.152810514,1
666,7,27,0.634448175,0.357956201,1
667,7,28,0.607916394,0.237584889,1
668,7,29,0.626599973,0.263668299,1
669,7,30,0.651090339,0.261005104,1
670,7,31,0.628778413,0.453170717,1
671,7,32,0.621107835,0.255568266,1
672,7,33,0.620671734,0.201482564,2
673,7,34,0.565620458,0.397418261,1
674,7,35,0.594095643,0.301121712,1
675,7,36,0.604737148,0.353433013,2
676,7,37,0.604065278,0.246677309,2
677,7,38,0.545996724,0.067798838,1
678,7,39,0.618436911,0.337896168,1
679,7,8,0.730015869,0.454438686,2
680,7,9,0.707283408,0.381805062,1
681,8,10,0.610126706,0.621656358,1
682,8,11,0.62897635,0.302993685,1
683,8,12,0.68397592,0.626343906,2
684,8,13,0.668358264,0.474167824,1
685,8,14,0.664226517,0.444035828,1
686,8,15,0.716182933,0.433502734,1
687,8,16,0.656911105,0.410190105,1
688,8,17,0.612938884,0.265913546,1
689,8,18,0.648175685,0.396091312,1
690,8,19,0.647102088,0.533919215,1
691,8,20,0.560282256,0.545729935,1
692,8,21,0.596707025,0.601335645,2
